dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,mlp,krum,sign_flip,0.2,0.5,10,0.707,1.2523396301269532,0.6609508770480792,2,0,1.0,0.0,0.0,3.0929999999997904,4070800,214.19210000000177,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,1,0.181,2.2305480346679687,0.1058082494087899,0,0,0.0,0.0,0.0,3.2335000000003333,4070800,214.19519999999892,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,2,0.361,2.130976318359375,0.30766290774456945,0,0,0.0,0.0,0.0,3.2338000000002864,4070800,221.69809999999757,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,3,0.601,2.0152457275390625,0.5528135571631732,0,0,0.0,0.0,0.0,3.1905000000023165,4070800,210.63459999999878,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,4,0.719,1.8863336486816407,0.6729138940828536,0,0,0.0,0.0,0.0,3.079299999999563,4070800,215.75560000000138,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,5,0.754,1.7491260375976563,0.7084001498712383,0,0,0.0,0.0,0.0,3.1978999999999758,4070800,207.13149999999914,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,6,0.759,1.61107470703125,0.7166795569267582,0,0,0.0,0.0,0.0,3.2027000000027783,4070800,220.32459999999787,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,7,0.77,1.4760762329101562,0.729969829847285,0,0,0.0,0.0,0.0,3.2306999999995867,4070800,210.3546999999999,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,8,0.773,1.350772216796875,0.7408260698531761,0,0,0.0,0.0,0.0,3.229900000000896,4070800,222.38680000000244,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,9,0.794,1.2388632202148437,0.7623477237010508,0,0,0.0,0.0,0.0,3.324400000000338,4070800,216.85700000000097,2026
mnist,mlp,krum,gaussian_noise,0.0,0.5,10,0.805,1.1419967041015624,0.7772885326803981,0,0,0.0,0.0,0.0,3.6015999999996495,4070800,217.71749999999912,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,1,0.155,2.2381139526367186,0.06186571506334308,2,0,1.0,0.0,0.0,3.254200000000651,4070800,214.0272000000003,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,2,0.246,2.153972229003906,0.15389612722357332,2,0,1.0,0.0,0.0,3.2051000000024032,4070800,220.2023000000004,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,3,0.409,2.054840545654297,0.293913195520881,2,0,1.0,0.0,0.0,3.461599999997844,4070800,235.00699999999952,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,4,0.504,1.9401798095703124,0.37721127107351704,2,0,1.0,0.0,0.0,3.2253000000004306,4070800,251.60370000000043,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,5,0.54,1.8200016174316407,0.43559472015945994,2,0,1.0,0.0,0.0,3.2223000000008994,4070800,233.6152000000027,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,6,0.591,1.6965015869140625,0.5085048248742663,2,0,1.0,0.0,0.0,3.165700000000271,4070800,222.78410000000193,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,7,0.638,1.5704848022460938,0.574993551280331,2,0,1.0,0.0,0.0,3.1729999999967617,4070800,245.04870000000167,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,8,0.655,1.458457733154297,0.5976940911881039,2,0,1.0,0.0,0.0,3.2841999999995153,4070800,230.7748000000025,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,9,0.673,1.3509566955566406,0.6195439128108146,2,0,1.0,0.0,0.0,3.166499999998962,4070800,220.7372999999997,2026
mnist,mlp,krum,gaussian_noise,0.2,0.5,10,0.707,1.2523396301269532,0.6609508770480792,2,0,1.0,0.0,0.0,6.454000000001514,4070800,223.00729999999902,2026
mnist,mlp,trimmed_mean,label_flip,0.0,0.5,1,0.191,2.2383598022460935,0.1156035723722427,0,0,0.0,0.0,0.0,4.212500000001285,4070800,217.68389999999727,2026
