dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed,sketch_dim,public_validation_samples,protocol_online_bytes,protocol_offline_bytes,secure_multiplications
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,8,0.1,2.465245849609375,0.01818181818181818,5,0,1.0,0.0,17.901800000004187,3.5600999999587657,4239760,781.4370999999483,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,9,0.174,2.4156603393554685,0.09085308920316093,5,0,1.0,0.0,18.85340000001179,3.805100000022321,4239760,736.7952999999261,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,10,0.102,2.403346740722656,0.018511796733212342,5,0,1.0,0.0,22.83990000000813,5.837599999949816,4239760,740.770199999929,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,11,0.216,2.3875750122070314,0.09658581598937829,5,0,1.0,0.0,18.725300000028255,3.3253000000286193,4239760,751.7098000000715,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,12,0.185,2.34122265625,0.08634240362811792,5,0,1.0,0.0,17.985400000043228,4.474800000025425,4239760,735.1877999999488,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,13,0.102,2.294621826171875,0.02213650487517411,5,0,1.0,0.0,16.92460000003848,4.626599999937753,4239760,746.3367000000289,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,14,0.198,2.220195007324219,0.08642189361592967,5,0,1.0,0.0,18.51750000002994,4.323800000065603,4239760,737.825799999996,2180,32,600,46800,69120,1440
mnist,tiny_cnn,pp_srsf_trust,sign_flip,0.5,0.5,15,0.279,2.135705627441406,0.2170412979361708,5,0,1.0,0.0,17.576200000007702,4.042600000047969,4239760,744.1135000000259,2180,32,600,46800,69120,1440
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,1,0.102,2.311660949707031,0.018511796733212342,2,3,0.4,0.6,0.0,3.866799999968862,16938560,686.625299999946,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,2,0.103,2.3152802124023437,0.018676337262012694,2,3,0.4,0.6,0.0,3.701500000033775,16938560,664.6451000000297,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,3,0.103,2.3253587646484375,0.018676337262012694,4,1,0.8,0.2,0.0,5.051799999932882,16938560,666.8005000000221,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,4,0.103,2.3625152587890623,0.018676337262012694,4,1,0.8,0.2,0.0,4.256399999917448,16938560,684.7738000000163,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,5,0.103,2.441875732421875,0.018676337262012694,4,1,0.8,0.2,0.0,4.747399999928348,16938560,665.8799000000499,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,6,0.051,3.0742015991210936,0.010816542948038176,4,1,0.8,0.2,0.0,3.6898000000746833,16938560,674.7990000000073,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,7,0.083,9.137724609375,0.020801902952031905,3,2,0.6,0.4,0.0,4.08530000004248,16938560,670.6069000000525,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,8,0.103,14.282035400390624,0.018676337262012694,4,1,0.8,0.2,0.0,4.0753000000677275,16938560,662.7749000000449,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,9,0.103,59.4816767578125,0.018676337262012694,4,1,0.8,0.2,0.0,5.541799999946306,16938560,667.5146999999697,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,10,0.103,219.21275390625,0.018676337262012694,4,1,0.8,0.2,0.0,4.131299999926341,16938560,678.6559999999326,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,11,0.103,2684.1889375,0.018676337262012694,4,1,0.8,0.2,0.0,3.6362999999255408,16938560,653.3014000000321,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,12,0.103,94874.588,0.018676337262012694,4,1,0.8,0.2,0.0,4.1615999999748965,16938560,651.9283999999743,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,13,0.103,24184266686.464,0.018676337262012694,4,1,0.8,0.2,0.0,5.052800000044044,16938560,659.615400000007,2180,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,sign_flip,0.5,0.5,14,0.103,4.194514642573087e+25,0.018676337262012694,4,1,0.8,0.2,0.0,4.191600000012841,16938560,648.4009999999216,2180,32,600,0,0,0
