dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed,sketch_dim,public_validation_samples,protocol_online_bytes,protocol_offline_bytes,secure_multiplications
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,19,0.656,1.5232350158691406,0.6138252772559785,2,0,1.0,0.0,0.0,10.966400000000931,16938560,716.8644999999998,2131,32,600,0,0,0
mnist,tiny_cnn,fedgt_proxy,label_flip,0.2,0.5,20,0.617,1.4704364318847656,0.5658098824629499,0,2,0.0,0.25,0.0,10.991899999993393,16938560,731.1264000000008,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,1,0.095,2.3038375244140625,0.017351598173515982,0,0,0.0,0.0,0.0,0.30669999999588526,4234640,441.980700000002,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,2,0.095,2.303218200683594,0.017351598173515982,0,0,0.0,0.0,0.0,0.35369999999801394,4234640,438.6531999999974,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,3,0.095,2.303190185546875,0.017351598173515982,0,0,0.0,0.0,0.0,0.2616000000017493,4234640,440.64079999999706,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,4,0.095,2.304762512207031,0.017351598173515982,0,0,0.0,0.0,0.0,0.25329999999712527,4234640,433.82520000000113,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,5,0.095,2.307096435546875,0.017351598173515982,0,0,0.0,0.0,0.0,0.26079999999950587,4234640,447.49209999999806,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,6,0.095,2.3088450927734376,0.017351598173515982,0,0,0.0,0.0,0.0,0.34629999999680194,4234640,433.85549999999995,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,7,0.095,2.3113352661132813,0.017351598173515982,0,0,0.0,0.0,0.0,0.3969999999995366,4234640,465.7109000000048,2131,32,600,0,0,0
mnist,tiny_cnn,fedavg,label_flip_pairwise,0.2,0.5,8,0.095,2.292001037597656,0.017351598173515982,0,0,0.0,0.0,0.0,0.3379999999992833,4234640,593.3715000000035,2131,32,600,0,0,0
