dataset,model,method,attack_type,malicious_ratio,non_iid_alpha,round,test_accuracy,test_loss,macro_f1,detected_malicious,false_positive,true_positive_rate,false_positive_rate,crypto_time_ms,aggregation_time_ms,communication_bytes,total_round_time_ms,seed
mnist,tiny_cnn,trimmed_mean,label_flip,0.2,0.5,2,0.241,2.285193664550781,0.155252921041875,0,0,0.0,0.0,0.0,3.459800000001678,4234640,393.92499999999586,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.2,0.5,3,0.165,2.275158020019531,0.08590755823001504,0,0,0.0,0.0,0.0,3.5725999999982605,4234640,393.7943999999973,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.2,0.5,4,0.127,2.2646361694335937,0.05074829242330161,0,0,0.0,0.0,0.0,3.7329000000028145,4234640,397.51520000000085,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.2,0.5,5,0.152,2.2430079956054687,0.07583732057416268,0,0,0.0,0.0,0.0,3.5634000000044352,4234640,395.91800000000177,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.2,0.5,6,0.235,2.1959183349609375,0.1352603026921535,0,0,0.0,0.0,0.0,3.6298999999999637,4234640,391.2721000000019,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.3,0.5,1,0.129,2.2974449462890627,0.049380181397645474,0,0,0.0,0.0,0.0,3.5026999999985264,4234640,382.7149999999975,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.3,0.5,2,0.136,2.2920046997070314,0.06233380251580713,0,0,0.0,0.0,0.0,3.3506999999985965,4234640,393.81689999999736,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.3,0.5,3,0.104,2.2922273559570314,0.01884057971014493,0,0,0.0,0.0,0.0,3.235099999997715,4234640,389.2369000000002,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.3,0.5,4,0.104,2.300144287109375,0.01884057971014493,0,0,0.0,0.0,0.0,3.666299999999012,4234640,383.57189999999974,2027
mnist,tiny_cnn,trimmed_mean,label_flip,0.3,0.5,5,0.104,2.3054410400390624,0.01884057971014493,0,0,0.0,0.0,0.0,3.4026000000011436,4234640,399.10989999999913,2027
